name,review,rating
Recrutamento Rio,"Minha experiência com esse banco está sendo ótima. Já faz mais de 1 ano, app super prático e completo. No shopping do app , sempre tem ofertas , uso muito o cartão de crédito. Estou satisfeito.",5.0
Alexandre Toledo Perez,"Esse é disparado o pior banco no Brasil no que diz respeito a atendimento. Não há atendimento humano, apenas Bots que não servem pra nada. Tanto no app como por telefone, a URA entrega as mesmas opções inúteis do atendimento por chat. Você não consegue chegar a um atendente de jeito nenhum.",1.0
Daniel Cavagnari,"Vejo e recebo muitas propostas do C6 que são boas e tentadoras. Uma delas, quando abri a conta e recebi um tag sem mensalidade. Um grande benefício.
Mas no ano passado ele foi retirado e o C6 passou a cobrar por esse tag. Claro que cancelei.
Então, creio que qualquer proposta do C6, por melhor que seja, pode durar pouco ou ser custosa no futuro.
Perdi a confiança.",1.0
Jessica Silva,"NÃO FAÇAM CONTA NA C6
Postando aqui minha indignação.
Abri minha conta em dezembro…. Já estamos no dia 22/02 e ainda não recebi o meu cartão físico.
Usei somente o cartão digital, fiz o pagamento da fatura que venceu, e continuo recebendo mensagem dizendo que não foi pago e meu cartão acabou de ser bloqueado!!!!
Tento entrar em contato com a central…. Mas não reconhecem minha senha de 6 dígitos do aplicativo e não consigo dar prosseguimento ao atendimento.
Liguei pro setor responsável pela máquina de cartão com alguma esperança de que eles me ajudassem ou interviessem…. Já que não conseguia contato por outro setor (não me ajudaram!!!!! Passaram outro número de telefone e falaram que só podia ligar por telefone fixo… liguei pro tal número e dizia que não conseguia realizar a chamada por ser área sem alcance.
Tentei de todas as formar possíveis entrar em contato…me venceram no cansaço…vou cancelar minha conta.",1.0
Rafael Pereira,"Banco totalmente desrespeitoso, não tem consideração nenhuma pelo cliente. Bloquearam meu limite de crédito simplesmente por eu estar usando mais a função débito, me causando o maior transtorno ao tentar fazer pagamento, onde já se viu isso?! Decepção total!",1.0
Cleber Teixeira,"Péssimo banco!
Estão cancelando o limites dos cartões de crédito mesmo sendo clientes que sempre utilizam e pagam em dia! Esse banco olha apenas para o próprio umbigo, se pesquisarem, são mais de 100mil clientes com esse mesmo problema.",1.0
Pablo Estevao,"Horrível esse banco, estou a dias tentando contato para resolver um problema com o aplicativo e quando consigo contato eles não tem um técnico para atender e nisso minha vida toda travada porque não consigo movimentar minha conta.",1.0
Eduardo,"Junto-me aos milhares de comentários aqui que demonstram o quanto o C6 não tem consideração com o cliente. O cartão de crédito foi clonado, fiquei 12 dias sem usar o cartão e, por conta disso, não consegui atingir o valor mínimo da fatura pra não pagar anuidade. Mas, parece que o problema foi eu que causei e eu que tenho que pagar por isso. E outra coisa muito importante, o C6 não cumpre com as convenções dos bancos e com a Lei porque não considera feriados municipais. Eu tive a ""sorte"" de ter um feriado local no dia do vencimento da fatura, paguei no dia útil seguinte e fui cobrado por juros e multa de atraso. Um verdadeiro absurdo. Corram.",1.0
fernando augusto,"Eu tinha um cartão de crédito a 3 anos sempre em dias !!!! Reduziram o limite a 0,01centavo !!!! O pior realizei compras de insumos para minha loja contando com capital giro e agora tenho uma dívida é uma dor de cabeça!!!! Sem nenhum aviso prévio para que eu podece me programar!!!!",1.0
Dhebora Machado Martins,"Pelo amor de Deus, resolvam o meu problema, sejam coerentes. Estão me cobrando compra no cartão de crédito que não existe, Estou a quase 1 mês  pedindo pra resolverem, já enviei direct, já liguei na ouvidoria, já mandei email, já falei no chat, já mandei prints, provando que não houve nenhuma compra no crédito. E agora bloquearam meu cartão. Se já provei que não houve compra no crédito porque estão me cobrando? Pra vocês pode ser um valor irrisório, mas pra mim é o meu nome, e meu score, pobre a única coisa que tem é o nome, sejam coerentes. Inclusive quando falei na ouvidoria, o atendente disse que realmente minha fatura já estava paga, e que houve erro de vocês e que iriam regularizar essa questão, tenho número do protocolo tbm, caso seja necessário. Que dor de cabeça.
Muito Ruim, Péssimos.",1.0
Robson Luiz,Banco digital com péssimo atendimento. Dá noite para o dia cancelaram o limite do meu cartão de crédito.  Sendo que no concorrente eu tenho 4 vezes mais o limite que me concederam. Passei vergonha em um estabelecimento por conta disso. Vocês esperam que eu troque o banco atual pelo de vocês.  Melhorem e aprendam com a concorrência.,1.0
Alessandro ag Santos,"Péssimo...tel e chat ...sempre usei o cartao,nunca atrasei...sempre pago pelo proprio aplicativo...recentemente fizeram uma analise e cancelaram meu cartão...sem avisar....vc que paga suas contas certinho ...ta ai,nao tem valor nenhum...",1.0
Joel Lima,"Vim reclamar aqui também, ja que pelo facebook e nem pelo instragran RESOLVE nada. C6 é um banco de gente safada, BLOQUEARAM o APLICATIVO com dinheiro dentro.
Agora tenho mais de R$2000, 00 sem poder usar.
Isso ñ é SAFADEZA E DESONESTIDADE é o quê então?
Não adianta reclamar.",1.0
Marcelo Boareto,"Simplesmente bloquearam minha conta para fazer transações com dinheiro em conta, nunca obtive uma resposta do ''TIME DE ESPECIALISTAS''. Não consigo sacar o ''MEU DINHEIRO'' e o banco nem se quer se manifestou. Ou seja, apreenderam meu dinheiro e não me deram nenhum motivo plausível para isso. Jamais utilizarei o banco novamente. Infelizmente. Grato.",1.0
Greta Kieling Ribeiro,"C6 é só decepção. Primeiro não contabilizaram o pagamento da fatura do meu cartão. Me cobraram juros e colocaram no Serasa mesmo eu tendo pago. Abri chamado, mas demorou 15 dia para contabilizarem o pagamento, enquanto isso o rotativo foi sendo cobrado. Cancelei o cartão. Mesmo assim insisti no C6, só que as instabilidades tão cada vez maior. Agora precisei pagar uma compra e não tem jeito de entrar na minha conta, porque estão fazendo melhorias.

Assim que voltar o App, vou transferir tudo pro Banco Inter, fazer portabilidade das minhas chaves PIX e ó, NUNCA MAIS!!!

FUJAM DESSA ENCRENCA!",1.0
Camila Rodrigues,"O c6bank é um banco mega completo, desde que abri minha conta não tive nenhum problema.

Simples de usar o app e todos os produtos você consegue contratar em alguns segundos, como investimento, conta global.. etc

E para finalizar, escolhi a dor do meu cartão rosa    (para mim isso é incrível)",5.0
Lenira Tirapani,"Este Banco efetuou um emprestimo consignado em meu nome, sem minha autorização. e o pior e que liguei para entender o que tinha acontecido e a atendente disse que foi uma operação digital com um correspondente bancario que eu nunca tive contato. Como roubaram meus dados? Como este banco efetuou esta operação sem minha autorização? So posso entender que trata de uma empresa de péssima reputação, que faz consgnados querendo ganhar juros de pessoas do bem, roubando seus dados e dificultando quando queremos cancelar o que não foi autorizado.  Estou fazendo um BO de também tentando desfazer este ""emprestimo"" pois o atendimento deles querem que eu ainda depois de roubarem meus dados aceite entrar em um link e ainda fazer prova de vida e self !?  A que ponto chegamos!! E desesperador...

Agora continuaram me ROUBANDO.... cancelei e tive um trabalhão para justificar que NAO FUI EU que fiz estes empréstimo.. DEVOLVI O DINHEIRO   QUE DEPOSITARAM NA MINHACONTA INDEVIDAMENTE...sob o comendo de um  ladrão de informações.. e mesmo assim estão me cobrando VOCES SAO LADRÕES  Começaram a deduzir parcelas de consignado . Liguei para o atendente e falei com a consultoria financeira e relatam que não conseguem identificar..",1.0
Jaqueline Modesto,"Nunca vi um banco demorar 20 dias para reconhecer o pagamento do boleto, todo mês tenho problema. Nao recomendo para ninguém esse lixo de cartão e de banco. Resposta ao cliente zero, e-mails que nao são respondidos, chat que é robotico e nunca encaminham para especialista. Nota zero para esse banco e para os funcionários!!!!",1.0
Robson De Lucas,"PIOR BANCO POSSIVEL.. TE DAO LIMITE DE CREDITO, MAS VC É OBGDO A USAR TODO MES.. N ADIANTOU NADA EU TER UMA CONTA A 3 ANOS, E PAGAR TODAS AS FATURAS EM DIA... N USEI MEU CARTAO DE NOVEMBRO P DEZEMBRO.. E DIA 16/12/2022, AO IR EM UMA LOJA COMPRAR PRESENTES P FIM DE ANO, PASSO A MAIOR VERGONHA NO CAIXA... PQ ? PQ MEU LIMITE FOI ZERADO, APOS UMA ANALISE DO BANCO.... E A JUSTIFICATIVA NO SAC DPS DE HORAS TENTANDO UM ATENDIMENTO.... É QUE N TEM JUSTIFICATIVA...",1.0
Victor,"Pra mim é o melhor banco de todos, nunca tive problemas, até estranhei tantas críticas aqui no Google, mas eu mesmo amo esse banco.",5.0
Murilo Ledoux,"Minha mãe, uma senhora de 70 anos abriu uma conta pra receber uma quantia da venda de um veículo que era dela, hj fazem 15 dias que essa M de banco, está com o dinheiro dela, e não liberam o dinheiro dela, todos os dias venho até a casa dela trazer comida, pois o banco bloqueou a conta dela suspeita , porém a menos de 7 dias ela recebeu outra quantia o banco aceitou, memso a conta estándo cancelada, banco lixo, atendentes não resolvem nada! Devolvam o dinheiro da minha mãe!

Hj depois de receber a resposta que pedisse pra que minha mãe entrasse em contato, mais uma vez ligamos e as mesmas desculpas, alegando que a conta ainda está  em análise, continuamos sem respostas e sem o dinheiro! Até quando vocês vão segurar o dinheiro da minha mãe?",1.0
Desiree Mendonca,"Tudo que falam aqui sobre ser o pior banco de todos os tempos é verdade! Não abra conta no C6. Se abrir, fique mto atento às cobranças que fazem na sua conta/ cartão de crédito!
Estou há 2 meses tentando solucionar um ERRO grotesco na minha fatura de cartão de crédito. A história começa no final de Out, quando me enviaram a fatura de cartão de crédito de Nov/21, com um valor total que não corresponde às despesas. Tentei contato via chat (não investiram nem para ter um robô decente!); e-mails e telefone. Cada vez que ligo na central de atendimento, lançam minha reclamação sob um novo número / protocolo. Dizem que essas situações só podem ser resolvidas por e-mail. Mas os e-mails vêm apenas com uma resposta automática informando que “seu caso está sob análise”. Ate agora já falei com no mínimo 4 atendentes por tel, perdi horas na linha, escrevi dezenas de e-mails, e NINGUÉM consegue responder minha contestação a tais valores! Parece uma piada que um banco não tenha pessoas preparadas para entender e responder a um simples cálculo! Ah, e além disso, é praticamente impossível resgatar o dinheiro investido no CDB (e já vi pelos reviews que esse é um problema bem comum). Corram desse banco.",1.0
ANDERSON CESAR DE ALMEIDA,"Super satisfeito, uso diversos serviços do banco e é só elogios, até me mandaram uns mimos por cumprir desafios do C6 Experience. O programa de pontos acho bem interessante e com uma boa gama de opções de troca. Quando precisei de atendimento foi bem tranquilo,  inclusive no chat e atendimento telefônico fui muito bem atendido e o mais importante, resolveram meu problema em minutos. Alguns bons conselhos pra quem vive reclamando é: 1 leia os termos de uso e contratos, 2 pague suas contas em dia e 3 desconfie se a coisa parecer boa demais pra ser verdade.",5.0
recepcao borges,"se eu pudesse dar 0 estrelas eu dava, banco péssimo para tudo, fui furtada gastaram no meu cartão e até hoje não resolveram meu problema e isso aconteceu no dia 21/09/2022, e até hj está rolando o juros no meu cartão, e o banco que eu pague sendo que eu fiz todo o procedimento de boletim de ocorrência e hoje depois de 5 meses que está rolando juros de quase 400 eles querem que eu pegue e eu não vou pagar.",1.0
Giovana Bueno,"Banco péssimo, simplesmente cancelou meu cartão de crédito sem motivo nenhum e nem me informaram sobre o cancelamento. O cartão sempre foi pago antes mesmo da data do vencimento e nunca houve atraso. Bando de lixo!",1.0
BKLOWN,"As avaliações falam por si só.O banco efetuou pagamento de faturas sem aviso prévio, os meios de comunicação são inexistentes, atendentes encerram a sessão no chat sem esclarecer dúvidas, meu cashback sumiu a 2 semanas. Trabalho com comércio e todo mês o banco cancelas pagamentos efetuados por cliente. Desisto.",1.0
Everton Mariano,Vou esperar o atendimento de segunda feira mas parece que é muito bom e rápido,2.0
Marcos Barros,"Sinceramente minha opinião, possa ser a dor de outras pessoas, o banco que se diz ser para o empreendedor, que veio para revolucionar e quebrar paradigmas dos bancos convencionais muito me admira e pedir um prazo de 5 dias úteis para resolver um problema de recebimento meu pessoal da empresa apenas 3 vendas galera, isso mesmo 3 vendas na maquininha de cartão e demorei 30 dias para receber isso mesmo lindos 30 dias para receber, advinha o dinheiro não caiu e simplificado preciso esperar para analisar, sendo que q venda está lá galera sinceramente sou apenas mais um o qual não vai fazer diferença para eles, então melhor continuar com o banco convencional, pelo menos o grau de responsabilidade e atenção com o cliente é 1000 vezes melhor do que qualquer banco digital, eu disse e volto q repetir qualquer banco digital, não vale a pena.",1.0
Ingrid Lopes,"Nem estou com o cartão em mãos ainda e já estou tendo dor de cabeça, fiquei 30 minutos na ligação pra saber se o meu cadastro está ok porque eu já concluí o cadastro pelo app um monte de vezes e ficam me mandando mensagens de todos os meios de comunicação pedindo pra eu concluir o cadastro, e pra minha surpresa, nem em ligação eu consegui saber! O atendente não sabia me dizer se está tudo certo, se está faltando algo, ele simplesmente não sabia me dizer nada! Fiquei 30 minutos na ligação pra depois ele começar a não me ouvir, sendo que eu ouvia ele, por fim eu desisti, desses 30 minutos que eu fiquei, 15 foi só esperando alguém me atender! Eu nem sei se quero mais esse cartão de tanta reclamação que eu vi aqui e pelo estresse que já passei na minha primeira comunicação com a empresa! Deus me livre!",1.0
Isaque Amorim,"Simplesmente cancelaram a conta no crédito, paguei todas as faturas e não tinha crédito. Mandei chat e falou que não tinha a conta.
E depois liguei 2 vezes, na 1ª não consegui falar com ninguém e a 2ª vez, caiu no robô e não resolveu nada, não mandava pra atendimento de pessoa e não resolvia nada.
Quero uma solução pra ontem sobre a conta",1.0
jhonatan Soares,"PIOR BANCO DIGITAL!!!!!! No caso tive uma reclamação, por causa que um atendente mau instruído me disse que minha conta não tinha nenhum débito para ser pago, porém quando fui ver no próximo mês estava cobrando IOF e multa de atraso. No caso entrei em contato para saber depois de um mês tentando resolver, enfim foi passado a informação correta que os débitos era verídico e logo que foi informado sobre os débitos paguei o quanto antes. Porém quero as conversas que pedi para provar que o erro não foi meu e sim do atendente que me instruiu a não pagar o débito e que o valor que estava na conta era um valor de crédito que tinha pago antes antecipado, que tinha realmente feito isso e acabei perdendo o controle do pagamento. Enfim estou desde do dia 01/05 tentando ter minhas conversas sobre a reclamação que foi feita pelos protocolos 30/04/2022 - 202228629997 Bianca T
03/05/2022 – 202228629997 – Thaynara K
09/05/2022 – 202229103572 – Luana C
17/05/2022 –  202229593817 Elida V
12/05/2022 – 202229112897 – E-mail

Vou reclamar em todos os meios de reclamação para assim ter meu direito de ter as conversas, conforme pedido pelos protocolos acima. Fora que muita das vezes os atendentes finalizam a chamada sem mesmo resolver o problema.

PESSOAL NÃO PERCAM TEMPO COM ESSE BANCOOOOOO E ROUBADAAAAAA.

Complementando a reclamação acima. Sim, eu vi a resposta que deram, porém a solicitação não foi sobre o débito devido que já foi pago, QUEROOOOOOOOOOOOOOOOOOOOOOO AS CONVERSAAAAAS, CONVERSAAAAAAAAS que falei com o felizardo que me passou a informação errada, será que nem isso vocês conseguem fazer.

REVOLTADO COM O TRATAMENTO QUE A C6 DÁ A SEUS CLIENTES, CONTINUOOOO AFIRMANDO PESSOAL NÃO FAÇAM NEGÓCIOS COM ESSA EMPRESA, CUJO PRINCÍPIO É A ENROLAÇÃO!!!",1.0
Herbert bezerra,"Vamos aos principais encômodos para mim usuário:

1 App totalmente disfuncional : poluído, ineficiente, chat encerra caso sair da tela ,NAO ATUALIZA A FATURA, nao atualiza as compras realizadas , NÃO ATUALIZA OS PONTOS ÁTOMOS .
2 Tem mais benefícios que o NUBANK porém o básico bem feito da NUBANK é mil vezes melhor .
3 Os investimento COM CERTEZA SÃO MELHORES NA C6, mas  o descaso nessas questões me fazem preferir utilizar um banco físico... Parecem de verdade que é um banco físico que nao migrou direito '.",1.0
cristina Ferreira,"Cai na bobeira de fazer um investimento no CDB cartão de crédito.
Na regras diz que posso tirar após 2 dias após feito o investimento, com 48h para resgate desde que o saldo, não esteja comprometido.
Pois bem, fui tirar e pra minha surpresa e infelicidade, aparece a seguinte mensagem ""não foi possível concluir sua solicitação,  tente novamente mais tarde"".
Liguei na central e nada, que irá desse banco.",2.0
Túlio Bernardes Andrade,"Entrei em contato com o atendimento da C6 Bank para resgatar meus dois ativos do Tesouro Direto, considerando a necessidade dos valores para suprir despesas pessoais.
Fui informado que não seria possível o resgate, em virtude de serem títulos pré fixados.
Assim, como alternativa, solicitei transferência da custódia dos ativos para a XP Investimentos.
Os documentos exigidos para a portabilidade foram devidamente enviados, com respeito aos procedimentos determinados por ambas as Instituições.
Em resposta a solicitação de portabilidade, o C6 Bank informou que havia erro no procedimento, mas sem mencionar diretamente o que deveria ser corrigido. Foram várias as tentativas de realizar a portabilidade, mas todas foram sem êxito e tiveram a mesma resposta inconclusiva ao final.
Registra-se que foram muitas as tentativas de solucionar a questão e obter as informações corretas para que eu pudesse realizar a portabilidade, todas com os protocolos registrados, que podem ser apresentado a qualquer momento.
Alem disso, ao realizar consulta ao CEI (Canal Eletrônico do Investidor), não localizei os referidos investimentos.
Surpreso, questionei ao C6 Bank, via chat, os motivos dos investimentos nao constarem no CEI. A resposta dada foi que desconhecem o motivo.
Os dois fatos, quais sejam, a dificuldade em realizar a portabilidade e a não localização dos investimentos no CEI, geraram em mim profundo sentimento de preocupação e insegurança. Até o momento não consegui realizar a portabilidade, bem como não sei onde se encontra o meu dinheiro. Não recomendo a referida Instituição e informo que estou tomando as medidas legais para obter êxito nas minhas solicitações, via ação judicial.",1.0
Gabriela Paco,"paga fatura e não altera limite, não atualiza o app, é ruim demais, e ainda diminuiu o valor do limite sem avisar, so acabar de pagar o que devo e cancelar ja",1.0
Sophia Naomy,"Péssimo banco, simplismente bloquearam minha conta sem motivo algum, no começo diziam que era o problema no Android e na atualização do meu celular, sendo que após seguir todas as instruções, continua sem funcionar, não consigo realizar nenhum tipo de compra, não consigo fazer nenhuma transação, pix, ted, compra online. Desde dia 11/12 estou com esse problema e não me retornam, estou com o dinheiro preso lá e não me dão nenhuma posição, me passaram 5 dias úteis para retorno, passaram os dias e nada, entrei em contato com o SAC, chat, e-mail, ouvidoria e mesmo assim não obtive nenhum retorno até hoje, simplismente vou passar meu final de ano sem conseguir usar meu dinheiro, um descaso com os clientes, falta de atenção e resolução nós problemas, perderam uma cliente, espero apenas que me devolvam meu dinheiro, entrei com uma solicitação no Banco Central, vamos ver se conseguem resolver.
Péssimo, tinham de tudo para ser um banco bom.",1.0
Jorge Augusto Savi,"Costumo visualizar as notas e avaliações na internet sempre antes de contratar qualquer tipo de serviço, e mesmo vendo a péssima avaliação desse banco tive a infeliz ideia de fazer uma conta para tentar os benefícios  oferecidos. Atraso para entrega do cartão, falhas no app, mas sem dúvida o que mais incomoda é a dificuldade para entrar em contato com o banco (canal telefônico nem se quer abre chamado pois alega que a senha é diferente da cadastrada - fiz a troca inúmeras vezes).",1.0
Lucas Teixeira,"""A opção de falar com um especialista não está disponível"". Sério isso?
Não estou tendo acesso a meus investimentos, consta como ""serviço indisponível"". Como vamos sanar esse problema se não tem ninguém para atender?",1.0
Wagner Mendes,"Fui surpreendido com a retirada do meu limite sem qualquer informação previa, o banco da limite para quem quiser e como quiser, mas uma vez dado a retirada precisa ser feita com respeito, tenho cartões no Safra com limite maior e Nubank, mas tendia a usar o C6 como primeira opção.

Obs. Uso o cartão, não há fatura atrasada e uso a TAG do carro.

Graças a Deus não o fiz, passei vergonha usando o cartão e gerando a mensagem de compra não autorizada, tirei o nubank sem uso da carteira e paguei.

È isso, claramente o banco não tem suporte para a demanda que gerou e esta apredendo jogando com a nossa paciencia e moral.",1.0
WILLIAM PEREIRA,"Encerrei minha conta, banco não tem nada de atrativo. Para antecipar as parcelas do cartão a gente precisa ligar, pq app vc só consegue antecipar somente um mês. Experiência horrível.",1.0
Talita FerrPA,"Pior experiência. Muito difícil falar com atendente via chat.
atendente não esclarece dúvidas, só manda resposta pronta. E ainda por cima fiquei com fatura positiva e não tive o reembolso do valor, pois a informação que vem por e-mail é que a conta apenas é encerrada após a finalizar de pendências! Encerraram a conta antes deles resolverem a saldo positivo da minha fatura.",2.0
Giuliano Andrade,"Após receber uma visita do representante da C6 Bank em minha loja com oferta de maquinhinha de cartão com  taxas à 0,7% no débito e 1,6 no credito com 30 dias para recebimento, fui surpreendido com taxas de 0,83% no débito e 3,02 no crédito para 2 dias de recebimento (sem minha solicitação). Liguei para o suporte c6 bank (protocolo 202230155025) e me disseram que o representante passa um valor mas nem sempre esse valor prevalece. Me disseram também que o valor pago à mais não pode ser ressarcido. Lamentável me fazerem perder tempo criando conta e enviando documentos para ser assaltado.",1.0
Gabriel Lomar,"Além da usabilidade ser horrível, credito desproporcionalmente menor que os demais bancos, e ainda por cima de 1.900 de limite que é um limite baixo considerado ao meus outros cartões, abaixaram meu limite para 650, sendo que todo mês eu pago as contas antecipadas e uso o limite total, ou seja, péssimo retorno aos cliente e merece uma nota 0. Vou antecipar as faturas e vou cancelar a conta!! Atendimento péssimo e descaso com o cliente!! C6 NUNCIA MAIS!",1.0
Michelle Zucolo,"Tenho uma conta empresa nesse banco desde 2018, até então desde a abertura da conta nunca recebi cartão ou tinha feito qualquer movimentação. Até que este ano, há uns meses atrás resolvi transferi dinheiro de outro banco para essa conta empresa C6 Bank (uma péssima decisão que fiz). Agora em Setembro fui transferir esse dinheiro e efetuar pagamentos e não consegui por não ter cartão, pois pra fazer qualquer operação precisa da senha de 4 dígitos do cartão. Tentei fazer a solicitação do cartão pelo App e só aparece mensagem de erro ou seja, não consegui solicitar. Entrei em contato e abri vários protocolos para que meu problema fosse solucionado, conforme orientação desinstalei o App, atualizei e nada, problema não resolvido e ninguém soluciona meu caso. Já registrei uma queixa no Reclame Aqui. Hoje dia 29/10/21 estou das 14:19 até agora 15:23 pendurada no telefone tentando atendimento. Por favor fujam dessa instituição, péssimo banco, péssimo atendimento. Não recomendo, antes tivesse deixado meu dinheiro na minha conta Inter.",1.0
Marcio Cavinatto,"pessimo banco não passa agente para conversar com expecalista vou fechar a conta nesse banco, sistema d atendimento pessimo eles não nós passam para um atendente, eu paguei a fatura pelo codigo de barras e esqueci que o pagamento é por debito em conta corrente e não consigo acertar isso.",1.0
Joao Tanajura,"O melhor banco que já tive até hoje. Fácil pra investir, assessoria pra investimentos, C6 TAG grátis para cartão Carbon, programa de pontos átomos muito bom, em poucos meses de uso já tenho pontos pra viagem grátis, atá assessoria de investimentos grátis eles disponibilizam para quem tenha investimento com eles. Sinceramente não entendo tantos comentários negativos.",5.0
Ayrton Douglas (PK),"Hoje dia 10/março de 2023
Eu investi no
dia 24 fevereiro/2023
Eu tenho RECEBIDO ÓTIMOS JUROS DE REMUNERAÇÃO DO CDB RENDA FIXA
EU TO MUITO SATISFEITO COM MEUS LUCROS COM APENSA 20,00 REAIS E EU PRETENDO INVESTIR MAIS E O MELHOR QUE POSSO DEPOSITAR MEU INVESTIMENTO NO DÓLAR E NO EURO               ",5.0
Jessica Bueno,"Tenho o cartão C6 a mais de um ano e sempre adorei! Agora do nada retiram o meu limite e sou informada que tenho que continuar usando o cartão no débito para que TALVEZ eu consiga um novo limite. Lamentável! Sempre paguei todas as faturas corretamente e do nada fazem isso. Vou cancelar porque não me adianta ficar usando somente o débito, pois já tenho um e esse seria somente para crédito (como qualquer outro cartão). Sem contar que assino uma plataforma digital que debita todo mês e ao invés de cancelarem a compra (já que cancelaram o meu limite de crédito e estou impossibilitada de usar o mesmo), deixaram cobrar e ainda vou ter que pagar a fatura sem poder usar o cartão nesta mesma função.Perderam uma cliente. Nunca mais utilizo o banco de vocês.",1.0
Sabrina Souza,"ESTOU DANDO UMA ESTRELA PORQUE NÃO TEM ZERO.
PIOR cartão de crédito que existe.
Não resolvem nada por chat, ligação ou central de atendimento por e-mail. Meu aplicativo não funciona para ver faturas ou qualquer outra coisa e nunca dão retorno pra solucionar o problema.
Nem pagar a fatura do próprio cartão não é possível pelo aplicativo.
NÃO RECOMENDO PRA NINGUÉM.",1.0
SL SOLUCOES FINANCEIRAS,"Banco horrível pela segunda vez bloquearam meu saldo em conta sem qualquer aviso e não fazem nada, fizeram isso no ano passado e novamente repetem o erro, totalmente amadores, se arrependimento matasse eu estaria morto. FUJAM DESSE BANCO.
Se fosse um Banco com agência já teria resolvido chamando a polícia porém eles são digitais não resolvem nada por telefone, os atendentes ainda ficam de deboche.",1.0
Henrique Vasconcelos,"Primeira impressão foi péssima. O Google diz q está aberto até as 20h.
Eles esqueceram de avisar p o Google q não funcionam hoje.",1.0
David Toninho,app pessimo e um dificuldade para elabora um boleto em pdf de cobrança,1.0
Luís Arthur,"Melhor banco, recentemente investiram em atendimento humano, que era um foco de reclamação de muitos. Agora consigo falar no chat em instantes, nunca tive problemas e recomendo à todos, só evoluindo e com os melhores benefícios do mercado. Vem pro C6!",5.0
Diego Sousa,"Estou de forma decepcionado ! Tudo bem que os bancos digitais tem alguns processos pra liberação de crédito, mas os mesmo causam muita insatisfação quando o usuário em pouco tempo já fez uma movimentação considerável e não é levado em conta.  Pensei que iriam olhar por esse lado e liberarem, pois o crédito é uma parte bem mais em conta e isso é fato! Pra completar não se tem um atendimento eficaz , somente o automático em chat que claramente você não consegue resolver nada .",1.0
Carlos Martins De Souza,As primeiras vezes eu fiquei com dúvidas sobre o aplicativo e não consegui inserir o meu código,4.0
Rodrigo Torres,"Atendimento tão ruim quanto de um serviço publico. Abri a conta a pouco mais de 1 mês pois tinha inteção em ter uma conta compartilhada com a minha esposa . Contudo não consegui solicitar o segundo cartão por um erro no aplicativo, abri 3 reclamações, e a ultima eu deveria receber retorno em 3 horas, bem , já fazem 4 dias. Então decidi encerrar a conta, mas até nisso eles são lentos... Não recomendo! quer um banco digital, use o Nubank.",1.0
Samy Ibrahim,"Pior fintech que tem. Eu era cliente com cartão de crédito, investimentos e tag e do nadae destrataram, bloquearam o resgate dos meus investimentos, cancelaram meu cartão e minha conta unilateralmente sem motivo.
Fiquem longe do C6!",1.0
Caroline Almeida,"Todo mês está ficando fora do sistema em manutenção e não conseguimos usar o app. Absurdo isso. Fora que no crédito eles cobram centavos que se a gente não prestar atenção passa despercebido, pois a gente nem sabe para pagar o que seria. Pensando seriamente em parar de usar esse banco. Lamentável! Já foi bom no início.",2.0
Patrick Nascimento,"Venha passar meu feedback, contrário do que muitas pessoas exageradamente falam, o Aplicativo se comporta muito bem, Chat operacional, 80% das vezes consegui ser atendido por um especialista, Sou desenvolvedor e de aplicativos e o que minha nota 4 porque a exibição não é  transparente algumas informações ficam perdidas dentro do App, tendo uma experiência de UX ruim, em alguns pontos. exibe fatura em aberto mesmo ela quitada, não existe de forma clara exibição  das informações sobre resgates aplicados. é  isso, mas parabéns pelo App",4.0
Bianca Pereira,"A minha fatura estava com a data de vencimento no dia 05/06/2022, eu paguei a minha fatura via boleto no dia 03/06/2022, no dia seguinte o aplicativo já tinha liberado o limite do cartão, mas até hoje 06/06/2022, o aplicativo está marcando a fatura com pagamento em atraso sendo que ela já foi paga, estou indignada pois no meu score caiu 157 pontos por causa desse cartão que foi pago antes da data de vencimento e não atualiza o pagamento.
E chat do aplicativo não ajuda em nada, tá tentei varias vezes falar com o especialista e não sou direcionada para ele.",1.0
VITOR SEGAL,"jamais facam qualquer coisa com esse banco. cancelei minha conta, 2 meses depois vieram me cobrar uma divida e estou a 4 meses pedindo o boleto para pagar e ate hoje nada. PIOR ESCOLHA  de banco possivel.",1.0
Filipe Franco Personal,"Estou sem poder movimentar o dinheiro na conta porque da noite pro dia o token do meu aparelho foi desinstalado. O software da câmera do banco que tira a selfie para validação e instalação do novo token ora não reconhece meus olhos, ora não reconhece minha boca e o bendito token ainda não foi instalado. Entrei no chat para conversar com o atendente e o app bloqueia o chat por não ter o token instalado. Já não confiava nesse banco, agora então. Quando conseguir tirar o dinheiro eu encerro a conta.",1.0
Kesia Marques,"Mais uma que teve o limite do cartão de crédito zerado de uma hora pra outra, com a pior alegação possível, não usar a conta... Cliente c6 a mais de 3 anos , faturas em dia, todas as compras concentradas no cartão,  um absurdo falta de respeito com o cliente, a pouco que 30 dias ficaram me ligando dia e noite pra que eu pudesse migrar pro c6 platinum alegando que era um beneficio para clientes bons do banco e agora o mesmo cliente não utiliza os serviços do banco!
Venho aqui e vejo centenas de histórias iguais a minha. Devem estar falindo so pode !
Perderam mais um dos milhares de clientes que ainda irão perder.",1.0
